métier,Parcours,Similarity Score,Materials_Merged
direction achat,cca,14.542122,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
analyse ingénieri financier,gamma,14.973395,intégration probabilité analyse numérique atelier programmation python base donnée statistique inférentielle introduction actuariat comptabilité général financier théorie risque séminaire projet tutorer programmation vba modèle linéaire généraliser série temporel fondamental probabilité méthode monte carlo actuariat vie non vie machine learning modèle financier management risque comptabilité sectoriel assurance droit numérique protection donnée personnel séminaire projet tutorer programmation vba modèle aléatoire actuariat finance actuariat réassurance risque extrême modélisation mesure risque asset and liability management alm apprentissage statistique big dater analytic droit entreprise assurance réglementation gestion risque assurance préparation insertion professionnel séminair projet tutorer stage mois entreprise sfe
analyse ingénieri financier,mdsi,15.042113,probabilité analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire architecture système information management système information digital technology business valoir management stratégique transition digital business droit numérique anglais efficacité professionnel développement personnel séminaire métier projet intégré management projet conduite changement veille intelligence technologique transformation digital supply chain web marketing business process management analyse donnée prise décision outillage machine learning projet intégré anglais compétence personnel relationnelle séminaire métier décisionnel big dater solution erp crm gouvernance audit big dater gouvernance donnée personnel management équipe transition digital management interculturel analyse conception modélisation data warehous probabiliter analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire stage entreprise pfe
analyse ingénieri financier,cca,15.149443,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
analyse ingénieri financier,find,15.31094,intelligence artificiel finance analyse financier approfondir finance marché microstructure marché financier droit financier anglais culture numérique séminaire métier projet tutorer vba excel sgbd big dater inclusion financier finance international globalisation financier management innovation produit bancaire innovant econométrie appliquer finance efficacité professionnel compétence personnel projet tutorer solution erp crm core banking actuariat datamining trading haute fréquence thf technologie rpa technologie blockchain crypto monnaie ethique risque fintech cyber sécurité cryptographie regtech loi relatif protection donnée personnel anglais préparation insertion vie professionnel atelier design thinking séminaire métier iii projet tutorer iii application financier open banking assurance digital insurtech stage fin étude accès master
audit contrôle comptable financier,mdsi,15.041833,probabilité analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire architecture système information management système information digital technology business valoir management stratégique transition digital business droit numérique anglais efficacité professionnel développement personnel séminaire métier projet intégré management projet conduite changement veille intelligence technologique transformation digital supply chain web marketing business process management analyse donnée prise décision outillage machine learning projet intégré anglais compétence personnel relationnelle séminaire métier décisionnel big dater solution erp crm gouvernance audit big dater gouvernance donnée personnel management équipe transition digital management interculturel analyse conception modélisation data warehous probabiliter analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire stage entreprise pfe
audit contrôle comptable financier,lsgc,15.097551,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
audit contrôle comptable financier,gamma,15.388858,intégration probabilité analyse numérique atelier programmation python base donnée statistique inférentielle introduction actuariat comptabilité général financier théorie risque séminaire projet tutorer programmation vba modèle linéaire généraliser série temporel fondamental probabilité méthode monte carlo actuariat vie non vie machine learning modèle financier management risque comptabilité sectoriel assurance droit numérique protection donnée personnel séminaire projet tutorer programmation vba modèle aléatoire actuariat finance actuariat réassurance risque extrême modélisation mesure risque asset and liability management alm apprentissage statistique big dater analytic droit entreprise assurance réglementation gestion risque assurance préparation insertion professionnel séminair projet tutorer stage mois entreprise sfe
audit contrôle comptable financier,cca,15.575453,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
comptabilité,,14.8347645,algorithmique structure donnée système exploitation système logique architecture ordinateur analyse statistique probabiliter principe gestion comptabilité général compétence numérique excel avancer business communication principe économie travail collaboratif interfac homme machine séminair algorithmique structure donnée fondement réseau introduction système information logique mathématique algèbr système information comptable gestion financier business communication développement durable projet tuteurer introduction informatique décisionnel marketing stratégique programmation programmation web conception système information base donnée statistique inférentielle fondement marketing digital economie numérique ethiqu loi projet professionnel personnel ppp social media management projet séminair gestion opération logistique business process management framework net programmation sgbd administration gouvernance sécurité problem solving anglais projet tuteurer métier entrepreneuriat innovation big dater intégration erp génie logiciel gestion projet développement mobile développement business intelligence stratégie affaire électronique professional network service gestion carrière anglais affaire business crm séminaire métier
comptabilité,gamma,14.872979,intégration probabilité analyse numérique atelier programmation python base donnée statistique inférentielle introduction actuariat comptabilité général financier théorie risque séminaire projet tutorer programmation vba modèle linéaire généraliser série temporel fondamental probabilité méthode monte carlo actuariat vie non vie machine learning modèle financier management risque comptabilité sectoriel assurance droit numérique protection donnée personnel séminaire projet tutorer programmation vba modèle aléatoire actuariat finance actuariat réassurance risque extrême modélisation mesure risque asset and liability management alm apprentissage statistique big dater analytic droit entreprise assurance réglementation gestion risque assurance préparation insertion professionnel séminair projet tutorer stage mois entreprise sfe
comptabilité,lsgc,14.9882145,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
comptabilité,cca,15.14893,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
contrôle gestion,mkd,14.590426,probabilité statistique analyse statistique analyse comportement consommateur marketing stratégique opérationnel atelier programmation python management stratégique transition digital management projet fondement technique communication digital recherche marketing business anglais efficacité professionnel développement personnel séminair métier droit numérique rse projet intégré web marketing marketing mobile technologie web infographie web design social media marketing crm management système information anglais compétence personnel relationnelle séminaire métier projet intégré développement web introduction big dater web analyse analyse donnée marketing merchandising commerce politique référencement management interculturel anglais iii préparation insertion vie professionnel séminaire métier iii design thinking projet intégré iii gouvernance donnée personnel stage entreprise pfe
contrôle gestion,lsgc,14.607397,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
contrôle gestion,bis,14.62639,algorithmique structure donnée système exploitation système logique architecture ordinateur analyse statistique probabiliter principe gestion comptabilité général compétence numérique excel avancer business communication principe économie travail collaboratif interfac homme machine séminair algorithmique structure donnée fondement réseau introduction système information logique mathématique algèbr système information comptable gestion financier business communication développement durable projet tuteurer introduction informatique décisionnel marketing stratégique programmation programmation web conception système information base donnée statistique inférentielle fondement marketing digital economie numérique ethiqu loi projet professionnel personnel ppp social media management projet séminair gestion opération logistique business process management framework net programmation sgbd administration gouvernance sécurité problem solving anglais projet tuteurer métier entrepreneuriat innovation big dater intégration erp génie logiciel gestion projet développement mobile développement business intelligence stratégie affaire électronique professional network service gestion carrière anglais affaire business crm séminaire métier
contrôle gestion,cca,14.947255,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
direction administratif financier,gamma,14.7806835,intégration probabilité analyse numérique atelier programmation python base donnée statistique inférentielle introduction actuariat comptabilité général financier théorie risque séminaire projet tutorer programmation vba modèle linéaire généraliser série temporel fondamental probabilité méthode monte carlo actuariat vie non vie machine learning modèle financier management risque comptabilité sectoriel assurance droit numérique protection donnée personnel séminaire projet tutorer programmation vba modèle aléatoire actuariat finance actuariat réassurance risque extrême modélisation mesure risque asset and liability management alm apprentissage statistique big dater analytic droit entreprise assurance réglementation gestion risque assurance préparation insertion professionnel séminair projet tutorer stage mois entreprise sfe
direction administratif financier,find,14.911533,intelligence artificiel finance analyse financier approfondir finance marché microstructure marché financier droit financier anglais culture numérique séminaire métier projet tutorer vba excel sgbd big dater inclusion financier finance international globalisation financier management innovation produit bancaire innovant econométrie appliquer finance efficacité professionnel compétence personnel projet tutorer solution erp crm core banking actuariat datamining trading haute fréquence thf technologie rpa technologie blockchain crypto monnaie ethique risque fintech cyber sécurité cryptographie regtech loi relatif protection donnée personnel anglais préparation insertion vie professionnel atelier design thinking séminaire métier iii projet tutorer iii application financier open banking assurance digital insurtech stage fin étude accès master
direction administratif financier,lsgc,14.935293,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
direction administratif financier,cca,15.0483055,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
management groupe service comptable,bis,14.869194,algorithmique structure donnée système exploitation système logique architecture ordinateur analyse statistique probabiliter principe gestion comptabilité général compétence numérique excel avancer business communication principe économie travail collaboratif interfac homme machine séminair algorithmique structure donnée fondement réseau introduction système information logique mathématique algèbr système information comptable gestion financier business communication développement durable projet tuteurer introduction informatique décisionnel marketing stratégique programmation programmation web conception système information base donnée statistique inférentielle fondement marketing digital economie numérique ethiqu loi projet professionnel personnel ppp social media management projet séminair gestion opération logistique business process management framework net programmation sgbd administration gouvernance sécurité problem solving anglais projet tuteurer métier entrepreneuriat innovation big dater intégration erp génie logiciel gestion projet développement mobile développement business intelligence stratégie affaire électronique professional network service gestion carrière anglais affaire business crm séminaire métier
management groupe service comptable,mdsi,15.032368,probabilité analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire architecture système information management système information digital technology business valoir management stratégique transition digital business droit numérique anglais efficacité professionnel développement personnel séminaire métier projet intégré management projet conduite changement veille intelligence technologique transformation digital supply chain web marketing business process management analyse donnée prise décision outillage machine learning projet intégré anglais compétence personnel relationnelle séminaire métier décisionnel big dater solution erp crm gouvernance audit big dater gouvernance donnée personnel management équipe transition digital management interculturel analyse conception modélisation data warehous probabiliter analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire stage entreprise pfe
management groupe service comptable,cca,15.075188,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
management groupe service comptable,lsgc,15.110018,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
trésorerie financement,bis,14.829508,algorithmique structure donnée système exploitation système logique architecture ordinateur analyse statistique probabiliter principe gestion comptabilité général compétence numérique excel avancer business communication principe économie travail collaboratif interfac homme machine séminair algorithmique structure donnée fondement réseau introduction système information logique mathématique algèbr système information comptable gestion financier business communication développement durable projet tuteurer introduction informatique décisionnel marketing stratégique programmation programmation web conception système information base donnée statistique inférentielle fondement marketing digital economie numérique ethiqu loi projet professionnel personnel ppp social media management projet séminair gestion opération logistique business process management framework net programmation sgbd administration gouvernance sécurité problem solving anglais projet tuteurer métier entrepreneuriat innovation big dater intégration erp génie logiciel gestion projet développement mobile développement business intelligence stratégie affaire électronique professional network service gestion carrière anglais affaire business crm séminaire métier
trésorerie financement,lsgc,14.919386,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
trésorerie financement,find,14.955314,intelligence artificiel finance analyse financier approfondir finance marché microstructure marché financier droit financier anglais culture numérique séminaire métier projet tutorer vba excel sgbd big dater inclusion financier finance international globalisation financier management innovation produit bancaire innovant econométrie appliquer finance efficacité professionnel compétence personnel projet tutorer solution erp crm core banking actuariat datamining trading haute fréquence thf technologie rpa technologie blockchain crypto monnaie ethique risque fintech cyber sécurité cryptographie regtech loi relatif protection donnée personnel anglais préparation insertion vie professionnel atelier design thinking séminaire métier iii projet tutorer iii application financier open banking assurance digital insurtech stage fin étude accès master
trésorerie financement,cca,15.015848,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
direction grand entreprise détablissement public,lsgc,15.197823,principe gestion comptabilité financier microéconomi mathématique introduction droit mathématique financier anglais aptitude tic principe gestion comptabilité financier mathématique statistique descriptif calcul probabilité macroéconomie droit société commercial anglais aptitude tic comptabilité intermédiaire comptabilité gestion séminaire métier anglais affaire culture entrepreneurial droit affaire économie affaire comptabiliter intermédiaire contrôle interne tva droit consommation méthodologie élaboration rapport stage anglais affaire projet professionnel personnel droit obligation sûreté management projet comptabilité avancer cadre conceptuel présentation état financier contrôle gestion élaboration validation rapport stage anglais comptable financier préparation vie professionnel management stratégique droit enregistrement timbre comptabilité international ifr audit décision financier projet tutorer anglais comptable financier informatique système information préparation certification sage economie tic comptabilité sectoriel
direction grand entreprise détablissement public,cca,15.354484,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
direction grand entreprise détablissement public,mkd,15.370283,probabilité statistique analyse statistique analyse comportement consommateur marketing stratégique opérationnel atelier programmation python management stratégique transition digital management projet fondement technique communication digital recherche marketing business anglais efficacité professionnel développement personnel séminair métier droit numérique rse projet intégré web marketing marketing mobile technologie web infographie web design social media marketing crm management système information anglais compétence personnel relationnelle séminaire métier projet intégré développement web introduction big dater web analyse analyse donnée marketing merchandising commerce politique référencement management interculturel anglais iii préparation insertion vie professionnel séminaire métier iii design thinking projet intégré iii gouvernance donnée personnel stage entreprise pfe
direction grand entreprise détablissement public,mdsi,15.539575,probabilité analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire architecture système information management système information digital technology business valoir management stratégique transition digital business droit numérique anglais efficacité professionnel développement personnel séminaire métier projet intégré management projet conduite changement veille intelligence technologique transformation digital supply chain web marketing business process management analyse donnée prise décision outillage machine learning projet intégré anglais compétence personnel relationnelle séminaire métier décisionnel big dater solution erp crm gouvernance audit big dater gouvernance donnée personnel management équipe transition digital management interculturel analyse conception modélisation data warehous probabiliter analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire stage entreprise pfe
direction petit moyenne entreprendre,mdsi,14.478057,probabilité analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire architecture système information management système information digital technology business valoir management stratégique transition digital business droit numérique anglais efficacité professionnel développement personnel séminaire métier projet intégré management projet conduite changement veille intelligence technologique transformation digital supply chain web marketing business process management analyse donnée prise décision outillage machine learning projet intégré anglais compétence personnel relationnelle séminaire métier décisionnel big dater solution erp crm gouvernance audit big dater gouvernance donnée personnel management équipe transition digital management interculturel analyse conception modélisation data warehous probabiliter analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire stage entreprise pfe
direction petit moyenne entreprendre,mkd,14.553261,probabilité statistique analyse statistique analyse comportement consommateur marketing stratégique opérationnel atelier programmation python management stratégique transition digital management projet fondement technique communication digital recherche marketing business anglais efficacité professionnel développement personnel séminair métier droit numérique rse projet intégré web marketing marketing mobile technologie web infographie web design social media marketing crm management système information anglais compétence personnel relationnelle séminaire métier projet intégré développement web introduction big dater web analyse analyse donnée marketing merchandising commerce politique référencement management interculturel anglais iii préparation insertion vie professionnel séminaire métier iii design thinking projet intégré iii gouvernance donnée personnel stage entreprise pfe
direction petit moyenne entreprendre,gamma,14.625429,intégration probabilité analyse numérique atelier programmation python base donnée statistique inférentielle introduction actuariat comptabilité général financier théorie risque séminaire projet tutorer programmation vba modèle linéaire généraliser série temporel fondamental probabilité méthode monte carlo actuariat vie non vie machine learning modèle financier management risque comptabilité sectoriel assurance droit numérique protection donnée personnel séminaire projet tutorer programmation vba modèle aléatoire actuariat finance actuariat réassurance risque extrême modélisation mesure risque asset and liability management alm apprentissage statistique big dater analytic droit entreprise assurance réglementation gestion risque assurance préparation insertion professionnel séminair projet tutorer stage mois entreprise sfe
direction petit moyenne entreprendre,cca,14.769661,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
conduite denquêt,mdsi,14.466315,probabilité analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire architecture système information management système information digital technology business valoir management stratégique transition digital business droit numérique anglais efficacité professionnel développement personnel séminaire métier projet intégré management projet conduite changement veille intelligence technologique transformation digital supply chain web marketing business process management analyse donnée prise décision outillage machine learning projet intégré anglais compétence personnel relationnelle séminaire métier décisionnel big dater solution erp crm gouvernance audit big dater gouvernance donnée personnel management équipe transition digital management interculturel analyse conception modélisation data warehous probabiliter analyse statistique atelier programmation introduction introduction management gestion projet anglais français séminaire stage entreprise pfe
conduite denquêt,,14.470726,principe gestion fondamental mathématique fondamentau finance probabilité statistique base donnée sgbd marketing analyse statistique atelier programmation gestion projet conduite changement management innovation recherche opérationnel sgbd sql système information décisionnel knowledge management veille intelligence technologique compétence personnel relationnelle séminaire métier anglais management stratégique pilotage projet décisionnel série temporel introduction cloud computing machine learning dater mining anglais séminaire métier projet tuteurer orienter business intelligence analyse donnée financier analyse donnée marketing business business process management droit donnée numérique deep learning gouvernance sécurité donnée big dater analytic dater visualization anglais iii projet tutorer orienter big dater séminair métier architecture orienter servicer iot digital technology business valoir atelier stage mois entreprise sfe
conduite denquêt,cca,14.769815,norme présentation norme relatif instrument financier norme relatif actif passif instrument financier audit contrôle interne economie digital erp gouvernance sécurité système information préparation certification sage fiscalité direct droit entreprise commercial communication business english projet intégré séminaire commissariat compte norme international relatif produit thème particulier droit pénal affaire fiscalité indirect finance entreprise investissement financement evaluation entreprise contrôle gestion stratégique management projet audit contrôle interne ingénieri financier projet intégré séminaire comptabiliter fusion consolidation gestion juridique fiscal structure audit contrôle interne iii finance international finance marché gestion risque fiscalité international contrôle contentieux fiscal avantage fiscal comptabilité international entité public anglais affaire projet intégré iii séminair iii cas synthèse comptabilité cas synthèse audit contrôle interne cas synthèse commissariat compte droit affaire cas synthèse fiscalité cas synthèse finance cas synthèse contrôle gestion initiation méthodologie recherche stage
conduite denquêt,gamma,15.146832,intégration probabilité analyse numérique atelier programmation python base donnée statistique inférentielle introduction actuariat comptabilité général financier théorie risque séminaire projet tutorer programmation vba modèle linéaire généraliser série temporel fondamental probabilité méthode monte carlo actuariat vie non vie machine learning modèle financier management risque comptabilité sectoriel assurance droit numérique protection donnée personnel séminaire projet tutorer programmation vba modèle aléatoire actuariat finance actuariat réassurance risque extrême modélisation mesure risque asset and liability management alm apprentissage statistique big dater analytic droit entreprise assurance réglementation gestion risque assurance préparation insertion professionnel séminair projet tutorer stage mois entreprise sfe
